"last_name, first_name","player_id","year","pa","bip","ba","est_ba","est_ba_minus_ba_diff","slg","est_slg","est_slg_minus_slg_diff","woba","est_woba","est_woba_minus_woba_diff","era","xera","era_minus_xera_diff"
"Alcantara, Sandy","645261","2026","702","519",0.237,0.246,-0.009000000000000008,0.364,0.365,-0.0010000000000000009,0.292,0.295,-0.0030000000000000027,"3.43","3.62","-0.192"
"Sánchez, Cristopher","650911","2026","673","443",0.253,0.237,0.016000000000000014,0.358,0.358,0,0.293,0.284,0.009000000000000008,"2.50","3.34","-0.835"
"Wacha, Michael","608379","2026","632","466",0.237,0.25,-0.013000000000000012,0.418,0.417,0.0010000000000000009,0.308,0.314,-0.006000000000000005,"3.58","4.15","-0.565"
"Luzardo, Jesús","666200","2026","621","381",0.227,0.207,0.020000000000000018,0.345,0.304,0.04099999999999998,0.286,0.264,0.021999999999999964,"3.23","2.88","0.353"
"Bibee, Tanner","676440","2026","613","448",0.233,0.252,-0.01899999999999999,0.404,0.423,-0.01899999999999996,0.304,0.32,-0.016000000000000014,"4.01","4.32","-0.309"
"Rodriguez, Eduardo","593958","2026","613","460",0.238,0.266,-0.028000000000000025,0.38,0.443,-0.063,0.299,0.333,-0.03400000000000003,"2.71","4.72","-2.008"
"Valdez, Framber","664285","2026","613","435",0.258,0.258,0,0.378,0.391,-0.013000000000000012,0.32,0.324,-0.0040000000000000036,"4.35","4.44","-0.091"
"Schlittler, Cam","693645","2026","602","372",0.196,0.21,-0.013999999999999985,0.321,0.34,-0.019000000000000017,0.253,0.266,-0.013000000000000012,"2.19","2.92","-0.729"
"Baz, Shane","669358","2026","598","426",0.268,0.257,0.01100000000000001,0.408,0.402,0.00599999999999995,0.319,0.316,0.0030000000000000027,"4.00","4.20","-0.195"
"Gore, MacKenzie","669022","2026","597","386",0.234,0.236,-0.001999999999999974,0.4,0.378,0.02200000000000002,0.311,0.303,0.008000000000000007,"4.45","3.84","0.606"
"Williams, Gavin","668909","2026","597","359",0.212,0.228,-0.016000000000000014,0.388,0.41,-0.021999999999999964,0.291,0.305,-0.014000000000000012,"3.75","3.89","-0.145"
"McLean, Nolan","690997","2026","594","364",0.213,0.221,-0.008000000000000007,0.342,0.348,-0.00599999999999995,0.291,0.298,-0.007000000000000006,"3.34","3.70","-0.357"
"Lugo, Seth","607625","2026","593","432",0.274,0.277,-0.0030000000000000027,0.449,0.46,-0.01100000000000001,0.343,0.348,-0.004999999999999949,"4.59","5.22","-0.634"
"Gausman, Kevin","592332","2026","588","411",0.258,0.247,0.01100000000000001,0.406,0.399,0.007000000000000006,0.311,0.305,0.006000000000000005,"4.53","3.89","0.642"
"King, Michael","650633","2026","585","395",0.219,0.24,-0.02099999999999999,0.353,0.404,-0.051000000000000045,0.296,0.322,-0.026000000000000023,"3.42","4.38","-0.965"
"Cameron, Noah","702070","2026","580","408",0.24,0.251,-0.01100000000000001,0.386,0.412,-0.025999999999999968,0.3,0.315,-0.015000000000000013,"4.16","4.18","-0.016"
