"last_name, first_name","player_id","year","pa","bip","ba","est_ba","est_ba_minus_ba_diff","slg","est_slg","est_slg_minus_slg_diff","woba","est_woba","est_woba_minus_woba_diff","era","xera","era_minus_xera_diff"
"Alcantara, Sandy","645261","2026","728","543",0.24,0.249,-0.009000000000000008,0.367,0.367,0,0.294,0.297,-0.0030000000000000027,"3.46","3.68","-0.216"
"Sánchez, Cristopher","650911","2026","673","443",0.253,0.237,0.016000000000000014,0.358,0.358,0,0.293,0.284,0.009000000000000008,"2.50","3.34","-0.835"
"Wacha, Michael","608379","2026","632","466",0.237,0.25,-0.013000000000000012,0.418,0.417,0.0010000000000000009,0.309,0.314,-0.0050000000000000044,"3.58","4.15","-0.565"
"Baz, Shane","669358","2026","623","439",0.264,0.252,0.01200000000000001,0.404,0.396,0.008000000000000007,0.316,0.312,0.0040000000000000036,"4.02","4.09","-0.074"
"Luzardo, Jesús","666200","2026","621","381",0.227,0.207,0.020000000000000018,0.345,0.304,0.04099999999999998,0.286,0.264,0.021999999999999964,"3.23","2.88","0.353"
"Lugo, Seth","607625","2026","619","455",0.278,0.28,-0.0020000000000000018,0.446,0.457,-0.01100000000000001,0.342,0.347,-0.004999999999999949,"4.71","5.19","-0.484"
"Bibee, Tanner","676440","2026","613","448",0.233,0.252,-0.01899999999999999,0.404,0.423,-0.01899999999999996,0.304,0.32,-0.016000000000000014,"4.01","4.32","-0.309"
"Rodriguez, Eduardo","593958","2026","613","460",0.238,0.266,-0.028000000000000025,0.38,0.443,-0.063,0.299,0.333,-0.03400000000000003,"2.71","4.72","-2.008"
"Valdez, Framber","664285","2026","613","435",0.258,0.258,0,0.378,0.391,-0.013000000000000012,0.32,0.324,-0.0040000000000000036,"4.35","4.44","-0.091"
"King, Michael","650633","2026","610","414",0.217,0.239,-0.021999999999999992,0.351,0.402,-0.051000000000000045,0.294,0.321,-0.027000000000000024,"3.38","4.35","-0.967"
"Gausman, Kevin","592332","2026","609","425",0.262,0.251,0.01100000000000001,0.414,0.406,0.007999999999999952,0.316,0.31,0.006000000000000005,"4.58","4.03","0.554"
"Abbott, Andrew","671096","2026","604","428",0.243,0.256,-0.013000000000000012,0.39,0.415,-0.024999999999999967,0.316,0.331,-0.015000000000000013,"4.07","4.66","-0.591"
"Ashcraft, Braxton","677952","2026","602","403",0.231,0.227,0.0040000000000000036,0.39,0.367,0.02300000000000002,0.292,0.285,0.007000000000000006,"3.68","3.37","0.306"
"Schlittler, Cam","693645","2026","602","372",0.196,0.21,-0.013999999999999985,0.321,0.34,-0.019000000000000017,0.253,0.266,-0.013000000000000012,"2.19","2.92","-0.729"
"Cavalli, Cade","676917","2026","600","384",0.244,0.24,0.0040000000000000036,0.366,0.372,-0.006000000000000005,0.302,0.303,-0.0010000000000000009,"3.22","3.84","-0.623"
